!GO Term	EGF_Baseline	EGF_Stumulus
GO:0008150	-0.88	-0.85
GO:0043186	-0.62	-0.62
GO:0050829	-1.07	-0.52
GO:0008150	-0.79	-0.50
GO:0016021	0.14	-0.34
GO:0008150	1.68	-0.41
GO:0045239	-0.72	-0.44
GO:0005635	0.70	1.27
GO:0046872	-0.95	-0.60
GO:0045214	-1.45	-1.52
GO:0034271	-0.72	-1.63
GO:0051260	-1.03	-3.35
GO:0008234	-1.17	-0.63
GO:0008150	0.68	-0.39
GO:0016021	-0.42	-1.17
GO:0055114	1.28	1.23
GO:0006412	-0.39	0.64
GO:0045170	-0.07	0.61
GO:0042254	-0.42	0.25
GO:0046872	1.09	0.81
GO:0007157	0.95	0.46
GO:0070588	0.15	-1.76
GO:0055114	-0.90	0.52
GO:0042742	0.55	-0.77
GO:0015020	-0.26	0.19
GO:0030942	0.40	1.42
GO:0008150	-1.28	1.26
GO:0046331	0.99	-0.73
GO:0045892	-1.65	-0.19
GO:0022008	0.42	0.60
GO:0008270	0.82	1.49
GO:0006396	-0.90	0.70
GO:0061327	0.61	1.02
GO:0051085	1.25	-0.57
GO:0055085	0.78	-0.45
GO:0055085	-0.91	-0.69
GO:0005524	1.09	1.02
GO:0001054	-1.02	-1.56
GO:0008270	3.77	-4.41
GO:0008270	-0.71	0.58
GO:0070328	-3.23	-2.41
GO:0000062	-0.32	0.61
GO:0008150	-2.44	-1.55
GO:0008150	-0.99	-2.30
GO:0055114	1.16	0.58
GO:0005929	-0.83	-1.14
GO:0006508	0.89	0.06
GO:0016021	-0.85	0.23
GO:0035220	1.20	0.21
GO:0006749	0.31	0.86
GO:0043565	6.61	1.57
GO:0048749	0.94	0.78
GO:1900364	0.77	-0.83
GO:0003677	-0.54	0.89
GO:0051959	-2.09	0.25
GO:0055114	-1.34	-0.89
GO:0007498	-0.35	1.21
GO:0071011	4.83	1.28
GO:0055057	-0.29	1.09
GO:0016021	1.59	-1.53
GO:0045944	-0.27	0.47
GO:0016021	1.06	0.29
GO:0070158	-0.80	0.50
GO:0040003	-1.21	-0.71
GO:0050832	-1.52	1.15
GO:0009631	0.49	-0.50
GO:0016021	-0.47	-0.67
GO:0031410	0.49	0.43
GO:0008061	0.43	1.19
GO:0071013	0.59	2.16
GO:0016887	-0.45	0.92
GO:0016021	-1.22	0.73
GO:0046427	0.70	0.49
GO:0016021	-0.58	0.79
GO:0003713	1.62	-0.13
GO:0032851	-1.02	-0.56
GO:0090502	0.20	1.43
GO:0016020	0.92	1.21
GO:0016887	-1.03	1.46
GO:0006508	-1.51	-0.80
GO:0016021	-1.35	-0.51
GO:0051056	0.97	-0.51
GO:0034472	-0.66	-1.70
GO:2000435	1.29	1.45
GO:0032504	1.18	-0.82
GO:0055114	1.09	0.78
GO:0008408	-0.80	-0.39
GO:0008175	-1.29	-0.32
GO:0048812	-1.27	0.95
GO:0055085	-1.54	0.98
GO:0070328	-0.46	-0.69
GO:0045169	-2.03	1.27
GO:0072546	-1.66	0.64
GO:0008150	0.66	-0.67
GO:0042393	-1.16	-1.08
GO:0008152	1.07	-0.94
GO:0045926	0.45	-0.02
GO:0090176	-1.56	1.47
GO:0008150	0.62	0.91
GO:0008150	-1.68	-0.40
GO:0043234	0.23	0.76
GO:0070098	0.90	0.73
GO:0016021	1.12	-1.00
GO:0042048	1.05	2.27
GO:0061024	0.76	0.56
GO:0070374	-1.15	-7.41
GO:0008152	1.33	1.16
GO:0046331	-1.55	-0.47
GO:0016051	0.55	1.20
GO:0031532	-1.57	-0.69
GO:0055114	-1.16	0.76
GO:0043169	0.62	-1.25
GO:0016021	-0.51	-0.88
GO:0055114	-0.76	-1.50
GO:0035859	-1.49	0.26
GO:0070588	1.37	0.78
GO:0016021	0.28	0.57
GO:0072347	0.47	0.66
GO:0005829	0.46	0.42
GO:0042773	1.49	-0.61
GO:0042742	-1.70	-1.20
GO:0006355	0.53	-0.67
GO:0032504	-0.70	-0.35
GO:0008270	-0.43	0.28
GO:0070403	-0.57	0.01
GO:0008150	-1.20	0.41
GO:0050699	-0.59	0.79
GO:0016020	1.06	-0.47
GO:0050830	-1.00	-0.52
GO:0042826	-1.23	-0.94
GO:0070328	1.46	-0.96
GO:0016747	0.51	0.32
GO:0048102	-0.75	0.22
GO:0016811	1.23	-0.77
GO:1901563	0.55	1.17
GO:0046331	-0.85	-0.61
GO:0048749	-0.55	0.67
GO:0032481	0.74	2.83
GO:0033227	-1.05	0.68
GO:0031647	0.46	1.54
GO:0009055	-1.05	-0.89
GO:0032027	-2.01	1.86
GO:0055114	-0.19	1.30
GO:0051533	1.26	-1.61
GO:0016021	-0.96	1.04
GO:0051287	-0.60	-0.27
GO:0006200	-1.03	0.77
GO:0008150	-1.61	1.86
GO:0016021	-0.81	-1.38
GO:0045859	-1.32	1.21
GO:0006289	-1.76	1.16
GO:0052833	-1.25	1.27
GO:0020037	1.20	0.75
GO:0051726	-0.48	1.42
GO:0048471	-1.02	1.21
GO:2001141	-0.39	0.24
GO:0048812	-1.62	0.93
GO:0046579	-1.83	0.96
GO:0031145	0.59	-0.46
GO:0055085	1.21	2.38
GO:0007606	-0.90	0.64
GO:0016779	-1.36	0.14
GO:0008152	1.23	0.40
GO:0031012	0.72	0.56
GO:0061024	-0.52	2.41
GO:0008150	-0.24	-0.97
GO:0035197	-1.63	0.68
GO:0055114	0.94	0.61
GO:0016021	0.70	-1.13
GO:0006508	-0.56	-0.32
GO:0050912	1.75	0.30
GO:0050912	-0.37	0.28
GO:0032504	-0.32	-0.25
GO:0050911	-0.88	0.37
GO:1900426	0.41	0.83
GO:0030382	1.33	0.45
GO:0043169	0.42	-0.76
GO:0003713	0.69	1.26
GO:2000040	-1.06	-0.66
GO:0008150	-1.81	-0.33
GO:0071949	-1.69	-1.63
GO:0007617	-0.31	-0.60
GO:0016780	1.29	3.88
GO:0016787	-1.09	0.87
GO:0040003	-0.98	0.36
GO:0008360	0.57	0.71
GO:0055114	-1.16	2.33
GO:0070373	-1.65	1.83
GO:0042060	0.93	1.17
GO:0055085	-0.57	-1.15
GO:0012505	-1.00	-0.71
GO:0008234	-1.06	1.84
GO:0046983	-0.16	1.18
GO:0005515	-0.13	-1.90
GO:0008150	0.75	0.73
GO:0046961	1.88	0.64
GO:0031012	-1.12	0.90
GO:0016810	-1.71	-1.67
GO:0008150	-1.71	-0.55
GO:0006048	-1.23	0.57
GO:0035096	-1.48	1.24
GO:0055085	0.83	0.90
GO:0006915	-0.85	0.32
GO:0006888	-0.61	0.61
GO:0050911	-0.60	-0.76
GO:0032504	-0.61	0.51
GO:0008150	-1.17	-1.49
GO:0016020	-0.61	0.66
GO:0051489	-1.10	-0.99
GO:0022900	-1.46	-1.09
GO:0061382	0.60	0.20
GO:0046872	0.89	0.40
GO:0008150	-1.05	-0.34
GO:0070732	1.67	-0.24
GO:0070938	-1.13	0.41
GO:0000790	-0.75	1.96
GO:0046872	-0.38	1.31
GO:0050912	0.80	-0.17
GO:0042908	0.62	-1.11
GO:0046331	-1.95	0.68
GO:0008152	0.41	0.35
GO:0071013	-0.90	0.58
GO:0040003	0.60	0.61
GO:0048262	-1.76	1.68
GO:0051726	1.43	-0.89
GO:0004175	0.74	-1.08
GO:0016998	-0.43	-1.04
GO:0090175	-1.08	1.42
GO:0008150	1.26	0.88
GO:0008150	-1.00	0.29
GO:0017022	-0.14	-0.31
GO:0070513	0.40	-0.44
GO:0032947	-1.86	-0.41
GO:0005739	0.46	0.35
GO:0008150	-0.66	-0.48
GO:0060388	-0.83	-0.88
GO:0005739	-0.31	0.60
GO:0005874	0.62	0.27
GO:0006468	-0.79	1.54
GO:0035187	1.36	1.44
GO:0051258	-1.47	0.37
GO:0043547	1.94	-1.49
GO:0005509	-1.77	0.49
GO:0000164	0.90	2.00
GO:0003713	-0.70	-0.89
GO:0048812	1.64	0.52
GO:0003705	0.70	-0.30
GO:0042254	0.83	-1.48
GO:0016607	0.63	0.44
GO:0042594	0.73	0.87
GO:0008150	-0.45	0.32
GO:0008150	-0.75	0.34
GO:0033227	1.89	-1.47
GO:1990194	-1.07	-0.51
GO:0016021	-1.25	-0.35
GO:0016324	1.10	0.37
GO:0006265	-2.61	-2.08
GO:0098519	1.00	-0.83
GO:0005615	1.28	1.29
GO:0008150	-1.08	-0.05
GO:0046961	1.19	-1.09
GO:0008150	-0.85	1.41
GO:0050830	0.56	1.80
GO:2000647	-0.06	2.58
GO:0010629	-1.62	-0.89
GO:0051726	-0.53	2.81
GO:0008150	1.33	-0.78
GO:0051082	-0.42	0.67
GO:0055114	-0.18	-0.24
GO:0006508	0.08	0.97
GO:0006629	1.50	0.22
GO:0032504	0.54	-0.22
GO:0008270	-1.86	1.43
GO:0003677	0.98	-1.01
GO:0006464	0.18	0.92
GO:0022008	-1.35	-0.88
GO:0055114	0.49	-0.26
GO:0046872	-1.19	-0.48
GO:0042302	2.09	1.72
GO:0006508	0.84	0.28
GO:0042594	0.60	0.69
GO:0016791	0.88	-0.77
GO:0040003	-1.12	2.08
GO:0048024	-0.65	-0.79
GO:0008157	-0.66	-0.43
GO:0090296	0.52	-0.54
GO:0008270	-0.99	-0.16
GO:0045944	-0.20	-0.66
GO:1901215	-1.23	0.54
GO:0040003	-1.47	-0.29
GO:0016787	0.28	1.20
GO:0048813	-1.71	1.38
GO:0008150	-1.26	-1.59
GO:0045747	-0.27	0.58
GO:0051539	-0.97	-1.50
GO:0071855	1.42	0.28
GO:0004252	1.20	0.60
GO:0043565	-0.56	0.72
GO:0042246	-0.24	0.28
GO:0010951	1.19	1.05
GO:0071013	0.99	0.21
GO:1902600	-2.46	-0.83
GO:0051731	0.43	-0.53
GO:0090502	-1.78	-1.37
GO:0036158	-1.09	0.31
GO:0015020	0.23	2.00
GO:0034976	-1.86	1.28
GO:0000793	0.37	-0.71
GO:0045171	0.42	-0.87
GO:0055057	0.46	-0.53
GO:0050803	-1.22	-0.71
GO:0006468	-0.59	0.23
GO:0046872	0.17	1.99
GO:0016853	-1.41	1.16
GO:0071011	0.61	1.22
GO:0097345	0.47	-0.52
GO:0052689	1.45	0.02
GO:0008150	1.03	-0.74
GO:0008286	1.16	0.79
GO:0003677	0.43	-0.45
GO:0008150	-0.03	0.58
GO:0022008	1.84	-0.79
GO:0008150	-1.18	-1.61
GO:0008586	-1.52	0.10
GO:0090141	-1.48	0.55
GO:0006508	-0.65	0.35
GO:0000793	8.01	-4.71
GO:0016020	1.28	-0.56
GO:0008150	-0.52	-0.45
GO:0045451	-0.61	-0.61
GO:0055085	-1.60	0.66
GO:1901216	-0.18	-1.12
GO:0043565	-1.63	-0.39
GO:0030246	0.62	1.67
GO:0090503	-0.66	0.52
GO:0090202	-0.28	-1.55
GO:1901673	0.59	-1.14
GO:0051608	1.85	0.54
GO:1900073	-0.70	-1.11
GO:0070983	1.37	1.32
GO:0008292	-2.01	-1.73
GO:0006508	-1.31	0.80
GO:0060857	1.56	1.09
GO:0048477	-1.13	0.72
GO:0019706	-0.37	0.34
GO:0060158	1.12	1.52
GO:0050714	0.16	1.48
GO:0055114	-1.15	-0.14
GO:0008150	-1.16	-0.82
GO:0046427	0.81	1.39
GO:0050832	-0.55	-2.05
GO:0046872	1.19	-0.12
GO:0008150	-0.67	-0.63
GO:0030299	1.47	0.45
GO:0035556	-1.08	-0.07
GO:2000377	-0.83	-0.44
GO:0071456	0.55	1.30
GO:0000932	0.92	-0.39
GO:0010951	0.39	-1.27
GO:0051276	0.88	-0.78
GO:0042254	-1.06	-0.52
GO:0072686	0.58	3.18
GO:0008150	-0.50	1.03
GO:0070037	-0.86	-0.03
GO:0046777	-0.66	0.78
GO:0055114	-0.78	-0.74
GO:0046872	-0.40	-0.27
GO:0008061	-1.36	-1.13
GO:0046983	1.10	-1.97
GO:0005515	-0.91	1.12
GO:0071011	0.40	0.33
GO:0051568	0.81	-0.23
GO:0008270	-1.76	-0.98
GO:0031012	0.70	1.15
GO:0008150	1.70	1.33
GO:0090502	2.16	-0.78
GO:0003677	0.67	0.75
GO:0046578	-0.80	-0.18
GO:0030915	-1.33	-1.20
GO:0048477	2.27	-3.58
GO:0001075	-0.95	1.23
GO:0007157	1.13	0.54
GO:0008150	0.40	1.23
GO:0043161	-0.67	0.45
GO:0046843	-0.87	-0.99
GO:0009267	0.88	1.00
GO:0031427	-1.08	-0.34
GO:0045046	-1.03	0.53
GO:0008150	-1.77	0.30
GO:0072375	1.32	0.25
GO:0006468	-0.74	1.24
GO:0016021	0.88	0.72
GO:0071806	1.92	-2.35
GO:0033961	-0.76	0.97
GO:0019843	3.85	-2.92
GO:0006520	-0.66	0.99
GO:0035012	-0.95	0.93
GO:0006909	-1.89	1.08
GO:0008150	0.80	-0.46
GO:0000956	0.70	-0.91
GO:0008061	0.51	1.15
GO:0007094	0.65	-1.42
GO:0072499	0.84	1.01
GO:0042478	-0.76	-0.72
GO:0055085	1.26	9.19
GO:0008150	1.49	1.20
GO:0005856	-0.30	-1.67
GO:0008150	-1.32	-0.86
GO:0051258	2.14	1.40
GO:0051082	-2.10	-1.46
GO:0008270	-0.59	0.55
GO:0008270	-1.29	0.72
GO:0055085	-1.92	0.95
GO:0035725	1.08	0.78
GO:0007498	-1.72	1.01
GO:0006508	-0.87	0.60
GO:0022008	-1.53	0.39
GO:0008150	0.60	1.26
GO:0071013	1.89	3.09
GO:0070594	-0.72	-0.95
GO:0046872	-1.27	0.34
GO:0008152	0.41	-0.35
GO:0004402	-2.71	-2.88
GO:0030145	-1.51	1.04
GO:0008150	-1.32	0.82
GO:0008152	-1.13	0.28
GO:0050907	1.38	1.21
GO:0046983	-0.98	-0.23
GO:0034314	-1.07	-0.54
GO:0043547	1.36	0.59
GO:0000793	1.44	1.71
GO:0008150	-0.45	1.26
GO:0008150	-0.49	0.55
GO:0017111	-0.91	0.34
GO:0050832	-1.48	-2.30
GO:0061343	1.46	1.16
GO:0034976	1.41	0.31
GO:0008150	0.71	-1.43
GO:0006412	0.09	-0.10
GO:0032504	0.37	0.36
GO:0008150	0.27	-0.14
GO:0035859	-1.69	-0.95
GO:0070940	0.48	1.40
GO:0060439	1.38	0.79
GO:0008150	-2.03	0.29
GO:0030246	0.54	1.66
GO:0008150	1.16	-0.73
GO:0071013	-0.30	0.34
GO:0006167	0.38	1.79
GO:0016887	0.27	0.69
GO:0008150	-1.17	-1.35
GO:0008150	1.19	-0.27
GO:0046331	0.54	-1.05
GO:0050790	0.86	-0.68
GO:0000990	-1.15	-0.27
GO:0050661	-0.70	0.25
GO:0008150	-0.53	-1.19
GO:0007606	1.68	-0.87
GO:0008150	-1.20	-0.21
GO:0050909	0.62	-0.53
GO:0060261	1.15	-0.39
GO:0050829	-1.40	0.63
GO:0046872	-1.87	-0.84
GO:0016021	-1.17	-0.21
GO:0070182	1.44	0.25
GO:0007527	-0.76	0.52
GO:0046907	1.03	0.84
GO:0048100	-1.57	0.93
GO:0048037	-1.02	-0.39
GO:0008150	-0.48	1.29
GO:0008150	0.58	0.96
GO:0050790	0.22	-1.45
GO:0008270	-0.95	1.31
GO:0071013	-2.25	-3.15
GO:0008150	1.00	-0.81
GO:0048749	2.53	3.64
GO:0052740	1.42	0.60
GO:0017128	-0.18	1.52
GO:0045211	1.24	1.03
GO:0055114	-0.90	-1.26
GO:0055085	0.93	-1.10
GO:0048812	-1.28	0.42
GO:0007507	-1.27	1.38
GO:0070577	-1.23	0.68
GO:0008270	0.62	0.53
GO:0038170	0.48	1.11
GO:0071595	-0.54	0.91
GO:0071013	-2.05	0.73
GO:0071011	0.95	2.38
GO:0046872	-0.68	0.47
GO:0006468	0.47	0.17
GO:0050830	0.20	-0.45
GO:0031011	0.24	0.36
GO:0016021	-1.33	0.53
GO:0055114	0.63	0.75
GO:0072487	-0.69	-0.33
GO:0046331	-0.41	0.91
GO:0043169	0.37	0.36
GO:0016021	0.23	2.51
GO:0035556	0.61	0.62
GO:0008150	1.42	-0.67
GO:0016020	1.25	0.67
GO:0097309	0.46	0.80
GO:0006310	-0.06	-0.96
GO:0043547	0.62	0.59
GO:0008152	-1.76	0.26
GO:0007052	3.17	-2.45
GO:0042826	-0.16	0.28
GO:0090502	-0.51	1.43
GO:0055085	-1.56	0.87
GO:0048812	0.94	1.22
GO:0042908	-1.01	0.69
GO:0046872	0.15	0.56
GO:0060729	0.81	1.14
GO:0016282	1.81	-2.34
GO:0006508	-1.59	0.56
GO:0008150	-0.79	-0.53
GO:0008270	-1.60	-1.10
GO:0035102	0.61	0.47
GO:0045944	-1.01	-1.17
GO:0072686	-2.46	-2.34
GO:0046843	0.49	1.22
GO:0061177	-0.87	-0.82
GO:0046907	0.83	-0.59
GO:0051082	-2.11	-1.27
GO:0055085	0.69	1.50
GO:0045169	-1.46	0.92
GO:0046983	-1.87	-0.69
GO:0051124	0.88	1.17
GO:0046872	1.01	0.43
GO:0046957	-0.60	0.71
GO:0008150	1.59	1.77
GO:1901562	1.08	0.58
GO:0055085	-2.13	0.67
GO:0008150	-1.45	-0.98
GO:0055114	-0.70	-0.56
GO:0019843	1.40	-3.71
GO:0009306	-1.20	0.44
GO:0035093	0.54	0.54
GO:0008152	-1.47	-0.82
GO:0016021	0.72	-0.50
GO:0050832	-1.23	-0.61
GO:0070374	-0.76	-1.24
GO:0070469	-0.82	-0.23
GO:2000305	-0.20	1.16
GO:0015935	2.67	-1.90
GO:0071885	0.94	0.72
GO:0035006	-0.67	0.70
GO:0008527	1.20	1.21
GO:0045476	0.60	0.58
GO:0070920	-0.33	-0.38
GO:0035556	1.32	-0.13
GO:0046331	-1.78	-1.11
GO:0008152	0.77	0.53
GO:0050832	-1.68	1.29
GO:0008150	-0.84	0.10
GO:0005515	1.84	-1.61
GO:0006508	0.28	0.28
GO:0016798	1.23	-0.35
GO:0006412	-0.55	-1.70
GO:2001020	-0.31	2.23
GO:0046872	-0.36	-0.97
GO:0070176	0.92	-0.97
GO:0032504	-0.76	-0.59
GO:0006909	0.87	-1.29
GO:0031594	-0.58	-0.66
GO:0005730	-0.96	-0.64
GO:0040007	0.04	0.74
GO:0032504	0.45	-0.83
GO:0042049	-1.22	0.26
GO:1902476	-1.55	0.85
GO:0055059	0.61	-1.09
GO:0008150	0.74	0.76
GO:0016324	-1.69	-1.45
GO:0003723	0.40	-0.09
GO:0042381	-0.81	1.76
GO:0004129	-1.86	-0.78
GO:0022008	0.30	0.27
GO:0017148	1.63	0.42
GO:0016311	0.56	-0.75
GO:0006605	-0.36	0.48
GO:0005815	-1.31	-0.72
GO:0008150	2.05	-0.77
GO:0048172	-1.49	2.52
GO:0016021	0.24	0.66
GO:0097361	0.36	0.25
GO:0030718	6.27	-1.84
GO:0047555	-1.55	-0.69
GO:0043695	-1.58	0.34
GO:0006468	-1.48	1.08
GO:0004867	0.28	0.56
GO:0055114	-0.67	-0.71
GO:0020037	-0.16	1.60
GO:0046835	1.15	-0.43
GO:0006241	-1.32	-0.77
GO:0008150	0.50	1.20
GO:0008270	-0.86	-0.69
GO:0033227	-1.58	0.88
GO:0055037	1.00	0.28
GO:0032259	-0.86	1.10
GO:0097192	2.28	0.47
GO:0006184	0.70	-0.65
GO:0051992	-0.81	-0.41
GO:0055085	-1.13	1.20
GO:0040007	-0.55	-0.77
GO:0055085	-0.55	0.50
GO:0022008	-1.97	1.19
GO:0043103	0.56	1.91
GO:0090307	-1.43	0.66
GO:0045824	0.41	0.68
GO:0030350	0.54	1.55
GO:0008150	-0.55	0.75
GO:0055114	0.82	-0.29
GO:0032504	-0.96	-0.69
GO:0030145	-0.41	1.87
GO:0016021	0.44	0.58
GO:0033179	0.78	-0.08
GO:0008150	-0.87	-1.22
GO:0045732	-1.25	1.25
GO:0007399	0.35	-0.71
GO:0035725	1.78	0.36
GO:0030833	2.47	-1.01
GO:0035363	-0.77	0.16
GO:0055129	0.68	-0.24
GO:0046872	-1.48	-0.56
GO:0052692	1.61	-1.15
GO:0048813	-0.96	-2.08
GO:0055114	0.64	-0.55
GO:0008079	-1.08	-0.80
GO:0016021	-0.42	-0.59
GO:0015031	0.85	-1.04
GO:0051298	4.51	-4.18
GO:0055070	0.40	1.92
GO:0006457	-0.65	0.16
GO:0008150	-1.72	-1.69
GO:0048812	-1.08	-1.17
GO:0008201	2.17	0.45
GO:0048477	-1.49	-0.46
GO:0016787	1.72	1.10
GO:0020037	-2.02	0.54
GO:0070765	-0.43	-0.42
GO:0043195	3.33	3.39
GO:0055114	0.76	0.48
GO:0005575	0.16	1.02
GO:0071110	-1.49	-1.14
GO:0060025	0.44	0.89
GO:0015020	-1.12	0.48
GO:0035094	-0.24	1.42
GO:0008150	0.22	0.50
GO:0006412	0.30	0.45
GO:0071013	-0.45	1.44
GO:0046872	-0.94	-0.42
GO:0008150	-0.36	0.67
GO:0016020	-0.56	0.98
GO:0043565	-0.91	0.97
GO:0051603	-1.19	0.53
GO:0016021	1.78	-0.67
GO:0016476	2.83	1.39
GO:0022008	0.41	0.14
GO:0006508	-1.08	-0.42
GO:0022008	-0.75	1.94
GO:0042054	1.61	2.06
GO:0016844	1.77	-0.71
GO:0016020	-0.99	0.34
GO:0097158	-0.74	0.95
GO:0032504	-1.71	0.03
GO:0070873	0.74	-1.45
GO:0050911	0.96	0.86
GO:0051036	-1.19	-0.46
GO:0051726	1.24	0.88
GO:0006508	0.78	-0.87
GO:1902476	0.64	-0.63
GO:0016020	-1.67	1.98
GO:0022008	1.93	0.86
GO:0046872	1.73	1.65
GO:0046983	0.97	-1.80
GO:0070403	-1.43	0.33
GO:0090364	0.37	-0.71
GO:0071456	0.62	-1.43
GO:0046331	0.37	1.91
GO:0032008	0.67	0.26
GO:0016772	-1.52	0.22
GO:0047617	-0.35	-1.37
GO:0008150	-2.22	0.83
GO:0006352	0.25	1.37
GO:0008152	-1.01	0.71
GO:0008150	-0.91	-0.42
GO:0046872	-0.68	0.85
GO:0008152	0.72	0.55
GO:0071806	-0.48	-0.44
GO:0008496	0.87	0.95
GO:0055037	1.74	1.59
GO:0071254	-1.74	0.52
GO:0032504	-0.88	-1.02
GO:0042254	-1.47	-1.17
GO:0044070	0.97	0.82
GO:1900038	1.42	2.22
GO:0008270	0.63	0.48
GO:0034518	0.40	-0.84
GO:0006730	7.83	0.62
GO:0045134	-0.13	-1.20
GO:0016021	0.80	0.56
GO:0008270	-1.11	-0.44
GO:0022008	-1.67	-1.08
GO:0016887	0.72	-1.90
GO:0016021	-0.08	-0.27
GO:0046920	0.71	-0.08
GO:0008150	0.41	-0.38
GO:0015918	-1.22	1.32
GO:0008150	-0.75	-0.98
GO:0016772	0.73	0.59
GO:0001056	-0.48	1.02
GO:0008150	-1.33	-1.11
GO:0046872	-1.88	0.70
GO:0051298	1.58	-1.79
GO:0050830	0.67	0.86
GO:0016311	-0.37	-0.58
GO:0080019	-0.68	0.46
GO:0051496	0.89	0.77
GO:0006412	-1.23	0.74
GO:0016773	0.87	1.71
GO:0016272	0.49	-1.17
GO:0046872	-1.36	-0.86
GO:0008150	-1.90	0.37
GO:2000134	0.94	1.24
GO:0016021	1.06	-0.23
GO:0008156	-0.23	0.53
GO:0071013	-0.60	0.89
GO:0008152	-0.73	0.87
GO:0061057	-1.05	0.48
GO:0003779	0.32	0.17
GO:0031441	2.54	1.46
GO:0003705	-0.48	0.49
GO:0050916	1.20	-0.43
GO:2000274	0.51	-0.36
GO:0043234	1.30	0.82
GO:0008150	-0.39	0.88
GO:0031936	2.81	-0.52
GO:1901642	-0.37	-0.34
GO:1900073	-1.77	1.28
GO:0016021	0.07	0.55
GO:0008150	-0.92	0.30
GO:0042060	1.28	-0.14
GO:0030145	0.83	1.08
GO:0004175	-0.50	-1.62
GO:0008380	1.42	1.31
GO:0007288	-0.87	0.23
GO:0005615	0.95	-0.31
GO:0048193	-0.61	0.15
GO:0006434	-1.33	0.77
GO:0022008	2.25	2.24
GO:0071929	1.20	-0.68
GO:0048812	1.19	-0.60
GO:0008150	0.28	0.16
GO:0016272	0.51	1.07
GO:0051260	-0.78	-0.91
GO:0043484	2.59	0.51
GO:0055085	0.15	0.42
GO:0030246	-1.39	0.97
GO:0005509	0.50	0.56
GO:0055085	0.66	1.17
GO:2000370	0.25	1.10
GO:0036126	1.73	1.06
GO:0016021	0.90	-0.28
GO:1902476	0.87	0.32
GO:0070588	-1.17	2.16
GO:0005686	3.27	-0.01
GO:0004965	1.45	1.26
GO:0032783	-0.31	0.56
GO:0060857	-0.23	0.73
GO:0051252	-1.46	-1.69
GO:0004175	-1.80	-3.54
GO:0012505	1.05	0.93
GO:0007291	0.83	0.96
GO:0010506	0.34	-0.68
GO:0008270	0.52	0.39
GO:0006508	-1.30	0.29
GO:0008026	-0.74	-0.52
GO:0055114	0.26	-0.65
GO:0046331	-0.48	-0.95
GO:0008150	-1.00	-0.17
GO:0035859	0.83	-1.76
GO:0032504	-0.64	0.77
GO:0022008	-0.69	-0.75
GO:0046872	-0.65	1.20
GO:0008150	1.53	-1.56
GO:0042826	-0.78	-0.43
GO:0007476	1.30	0.69
GO:0008270	-0.29	0.95
GO:0046872	-1.34	0.43
GO:0071586	-2.12	0.82
GO:0055085	-1.26	-0.21
GO:0016021	-1.40	-0.59
GO:2001020	-1.23	0.63
GO:0015934	4.91	-3.53
GO:0042254	0.31	0.21
GO:0008152	0.78	-0.61
GO:0042742	-1.21	1.10
GO:0016021	1.45	0.56
GO:0008270	0.65	-0.45
GO:0055085	2.33	1.15
GO:0046872	-0.76	0.54
GO:0008150	1.03	-0.22
GO:0016079	1.60	-1.46
GO:0008360	-0.31	-1.07
GO:0045281	0.37	0.80
GO:0006412	0.03	0.25
GO:0048037	-2.27	-1.20
GO:0016021	-0.86	0.40
GO:0017119	-1.84	0.51
GO:0055085	-1.41	1.48
GO:0008150	-2.38	-2.05
GO:0090302	0.85	-0.67
GO:0016021	1.05	1.06
GO:0055114	-1.88	0.66
GO:0007218	-0.12	0.17
GO:0008150	-1.02	-0.19
GO:0043021	0.43	0.44
GO:0055114	1.49	2.13
GO:0004252	0.61	0.33
GO:0051276	-0.79	-2.57
GO:0008152	-1.79	-0.70
GO:0055114	-1.38	-0.63
GO:0005783	1.60	-0.76
GO:0065004	1.30	1.29
GO:0055085	-1.07	-0.38
GO:0022008	-1.70	-1.81
GO:0055114	-0.78	-0.41
GO:0004252	-2.04	-1.23
GO:0008270	-0.63	0.13
GO:0008150	1.11	1.25
GO:0006749	0.51	0.99
GO:0008150	1.67	-1.08
GO:2000678	-1.27	0.71
GO:0061077	-0.57	0.51
GO:0052689	-1.02	0.15
GO:0030170	0.38	0.53
GO:0042054	-1.07	-0.54
GO:0031011	-1.28	-2.08
GO:0052659	1.32	0.85
GO:0008152	-0.19	-0.27
GO:0008150	-0.67	-0.98
GO:0006434	-0.39	-0.43
GO:0008152	-1.48	0.89
GO:0008270	-0.54	1.25
GO:0016028	-1.41	-1.16
GO:0003713	3.83	-1.04
GO:0016021	-0.87	0.93
GO:0008236	-0.77	1.24
GO:0055114	1.50	-3.02
GO:0033290	1.02	-2.31
GO:0001055	2.48	-2.47
GO:0000791	-0.38	0.24
GO:0035172	-1.45	1.47
GO:0055114	1.36	0.29
GO:0045498	4.86	1.58
GO:0008063	0.03	0.91
GO:0060967	0.91	0.93
GO:2000274	1.32	-3.08
GO:0005886	-1.08	-1.39
GO:0016459	0.12	0.87
GO:0055114	-0.48	1.25
GO:0008270	2.22	-1.40
GO:0046872	0.40	0.90
GO:0008061	1.88	-1.17
GO:2000274	-1.01	0.08
GO:0045944	-1.40	-0.81
GO:0016021	-0.11	-0.36
GO:0004758	1.69	-1.47
GO:0006508	1.77	1.83
GO:0016021	-0.48	0.79
GO:0008270	-0.94	0.53
GO:0048477	1.50	-0.46
GO:0048812	2.23	1.64
GO:0051321	-1.12	0.98
